#Series Time Value
Total Average (10 sec) 12:07:04 40.447340700000346
Total Average (10 sec) 12:07:06 41.146830100000344
Total Average (10 sec) 12:07:08 42.08152980000035
Total Average (10 sec) 12:07:10 41.59018530000035
Total Average (10 sec) 12:07:12 41.651055400000345
Total Average (10 sec) 12:07:14 43.15972470000035
Total Average (10 sec) 12:07:16 43.19810850000035
Total Average (10 sec) 12:07:18 42.30068490000035
Total Average (10 sec) 12:07:20 42.88761800000035
Total Average (10 sec) 12:07:22 42.81787120000035
Total Average (10 sec) 12:07:24 41.537620700000346
Total Average (10 sec) 12:07:26 40.61715680000035
Total Average (10 sec) 12:07:28 39.22867390000035
Total Average (10 sec) 12:07:30 38.31374360000035
Total Average (10 sec) 12:07:32 37.832184600000346
Total Average (10 sec) 12:07:34 34.84986670000035
Total Average (10 sec) 12:07:36 33.323185800000346
Total Average (10 sec) 12:07:38 30.87886440000035
Total Average (10 sec) 12:07:40 27.54824500000035
Total Average (10 sec) 12:07:42 25.798597300000345
Total Average (10 sec) 12:07:44 23.20716810000035
Total Average (10 sec) 12:07:46 21.83736640000035
Total Average (10 sec) 12:07:48 19.85260010000035
Total Average (10 sec) 12:07:50 17.23889880000035
Total Average (10 sec) 12:07:52 15.134844000000347
Total Average (10 sec) 12:07:54 13.803280600000349
Total Average (10 sec) 12:07:56 12.718624300000348
Total Average (10 sec) 12:07:58 11.179778600000349
Total Average (10 sec) 12:08:00 9.625526600000347
Total Average (10 sec) 12:08:02 8.061343900000349
Total Average (10 sec) 12:08:04 7.139043200000349
Total Average (10 sec) 12:08:06 6.221001100000349
Total Average (10 sec) 12:08:08 5.588098000000349
Total Average (10 sec) 12:08:10 5.206221300000349
Total Average (10 sec) 12:08:12 4.719546800000349
Total Average (10 sec) 12:08:14 3.997941100000349
Total Average (10 sec) 12:08:16 3.0764849000003487
Total Average (10 sec) 12:08:18 2.7589196000003486
Total Average (10 sec) 12:08:20 3.4258030000003488
Total Average (10 sec) 12:08:22 3.167864300000349
Total Average (10 sec) 12:08:24 3.5141221000003484
Total Average (10 sec) 12:08:26 3.750669300000348
Total Average (10 sec) 12:08:28 3.9438138000003478
Total Average (10 sec) 12:08:30 4.326538500000348
Total Average (10 sec) 12:08:32 4.947170800000348
Total Average (10 sec) 12:08:34 5.321738800000348
Total Average (10 sec) 12:08:36 5.807919300000347
Total Average (10 sec) 12:08:38 6.050851500000347
Total Average (10 sec) 12:08:40 5.489352200000347
Total Average (10 sec) 12:08:42 5.228460000000347
Total Average (10 sec) 12:08:44 5.364959200000347
Total Average (10 sec) 12:08:46 4.736254200000346
Total Average (10 sec) 12:08:48 4.520912100000346
Total Average (10 sec) 12:08:50 4.480189000000346
Total Average (10 sec) 12:08:52 4.307401300000345
Total Average (10 sec) 12:08:54 5.499805300000345
Total Average (10 sec) 12:08:56 6.108554300000344
Total Average (10 sec) 12:08:58 7.328394600000346
Total Average (10 sec) 12:09:00 7.538643400000344
Total Average (10 sec) 12:09:02 8.252082300000344
Total Average (10 sec) 12:09:04 8.957653300000345
Total Average (10 sec) 12:09:06 10.700648900000346
Total Average (10 sec) 12:09:08 12.681846000000345
Total Average (10 sec) 12:09:10 14.098293700000346
Total Average (10 sec) 12:09:12 16.169579000000347
Total Average (10 sec) 12:09:14 18.462971500000343
Total Average (10 sec) 12:09:16 20.896196800000343
Total Average (10 sec) 12:09:18 22.76266200000034
Total Average (10 sec) 12:09:20 25.845607100000343
Total Average (10 sec) 12:09:22 30.24726820000034
Total Average (10 sec) 12:09:24 33.90042470000035
Total Average (10 sec) 12:09:26 37.29169050000035
Total Average (10 sec) 12:09:28 40.69612130000035
Total Average (10 sec) 12:09:30 44.423886800000346
Total Average (10 sec) 12:09:32 47.13660280000035
Total Average (10 sec) 12:09:34 49.982814800000355
Total Average (10 sec) 12:09:36 52.93315120000035
Total Average (10 sec) 12:09:38 56.60985760000035
Total Average (10 sec) 12:09:40 58.30110360000035
Total Average (10 sec) 12:09:42 60.39039230000035
Total Average (10 sec) 12:09:44 63.73580620000034
Total Average (10 sec) 12:09:46 67.10419080000034
Total Average (10 sec) 12:09:48 69.76733320000035
Total Average (10 sec) 12:09:50 71.01364290000035
Total Average (10 sec) 12:09:52 71.59296610000034
Total Average (10 sec) 12:09:54 70.41838610000035
Total Average (10 sec) 12:09:56 68.07042700000036
Total Average (10 sec) 12:09:58 65.86800120000035
Total Average (10 sec) 12:10:00 62.705600800000354
Total Average (10 sec) 12:10:02 58.64725650000035
Total Average (10 sec) 12:10:04 52.14252710000036
Total Average (10 sec) 12:10:06 44.577074000000366
Total Average (10 sec) 12:10:08 37.663229100000365
Total Average (10 sec) 12:10:10 31.73340950000037
Total Average (10 sec) 12:10:12 27.67640590000037
Total Average (10 sec) 12:10:14 23.33671690000037
Total Average (10 sec) 12:10:16 19.84028390000037
Total Average (10 sec) 12:10:18 15.03676560000037
Total Average (10 sec) 12:10:20 12.60358270000037
Total Average (10 sec) 12:10:22 9.272299900000371
Total Average (10 sec) 12:10:24 7.09998390000037
Total Average (10 sec) 12:10:26 6.1310690000003705
Total Average (10 sec) 12:10:28 5.10786850000037
Total Average (10 sec) 12:10:30 5.256494400000371
Total Average (10 sec) 12:10:32 4.438621500000371
Total Average (10 sec) 12:10:34 3.3261810000003704
Total Average (10 sec) 12:10:36 3.7345127000003706
Total Average (10 sec) 12:10:38 4.553322200000371
Total Average (10 sec) 12:10:40 5.35839980000037
Total Average (10 sec) 12:10:42 6.823675200000371
Total Average (10 sec) 12:10:44 7.722260600000371
Total Average (10 sec) 12:10:46 9.26300960000037
Total Average (10 sec) 12:10:48 10.90269440000037
Total Average (10 sec) 12:10:50 11.20502010000037
Total Average (10 sec) 12:10:52 12.48474240000037
Total Average (10 sec) 12:10:54 14.932011400000368
Total Average (10 sec) 12:10:56 16.46727760000037
Total Average (10 sec) 12:10:58 18.16983060000037
Total Average (10 sec) 12:11:00 20.07069150000037
Total Average (10 sec) 12:11:02 22.10458370000037
Total Average (10 sec) 12:11:04 24.38780180000037
Total Average (10 sec) 12:11:06 26.60325760000037
Total Average (10 sec) 12:11:08 28.11983090000037
Total Average (10 sec) 12:11:10 29.533234600000373
Total Average (10 sec) 12:11:12 30.90549680000037
Total Average (10 sec) 12:11:14 31.994034600000372
Total Average (10 sec) 12:11:16 33.060706700000374
Total Average (10 sec) 12:11:18 36.00870340000038
Total Average (10 sec) 12:11:20 37.93447650000037
Total Average (10 sec) 12:11:22 40.54352190000038
Total Average (10 sec) 12:11:24 42.98162040000038
Total Average (10 sec) 12:11:26 42.86660690000038
Total Average (10 sec) 12:11:28 45.31589740000038
Total Average (10 sec) 12:11:30 49.31232020000038
Total Average (10 sec) 12:11:32 53.99774380000038
Total Average (10 sec) 12:11:34 56.170038100000376
Total Average (10 sec) 12:11:36 59.48431080000038
Total Average (10 sec) 12:11:38 62.981001600000376
Total Average (10 sec) 12:11:40 64.69155760000038
Total Average (10 sec) 12:11:42 66.71192970000038
Total Average (10 sec) 12:11:44 69.47683990000039
Total Average (10 sec) 12:11:46 73.87583100000037
Total Average (10 sec) 12:11:48 79.20011730000039
Total Average (10 sec) 12:11:50 81.62603590000039
Total Average (10 sec) 12:11:52 85.50851880000037
Total Average (10 sec) 12:11:54 89.75302670000038
Total Average (10 sec) 12:11:56 93.14899380000038
Total Average (10 sec) 12:11:58 94.9848916000004
Total Average (10 sec) 12:12:00 98.2057763000004
Total Average (10 sec) 12:12:02 102.85585030000038
Total Average (10 sec) 12:12:04 102.14135210000038
Total Average (10 sec) 12:12:06 101.62001870000037
Total Average (10 sec) 12:12:08 101.05193780000037
Total Average (10 sec) 12:12:10 98.67992930000038
Total Average (10 sec) 12:12:12 94.83919520000038
Total Average (10 sec) 12:12:14 93.21747280000038
Total Average (10 sec) 12:12:16 91.68059920000039
Total Average (10 sec) 12:12:18 89.01883010000039
Total Average (10 sec) 12:12:20 85.33094900000039
Total Average (10 sec) 12:12:22 78.97473710000038
Total Average (10 sec) 12:12:24 77.29015690000038
Total Average (10 sec) 12:12:26 76.70008050000038
Total Average (10 sec) 12:12:28 72.4755031000004
Total Average (10 sec) 12:12:30 70.88390300000039
Total Average (10 sec) 12:12:32 106.11711070000038
Total Average (10 sec) 12:12:34 141.25501430000037
Total Average (10 sec) 12:12:36 132.91872480000038
Total Average (10 sec) 12:12:38 130.2960266000004
Total Average (10 sec) 12:12:40 128.8662052000004
Total Average (10 sec) 12:12:42 129.13871270000038
Total Average (10 sec) 12:12:44 128.8597782000004
Total Average (10 sec) 12:12:46 127.62359920000037
Total Average (10 sec) 12:12:48 128.99927290000036
Total Average (10 sec) 12:12:50 130.91434020000037
Total Average (10 sec) 12:12:52 93.90358810000035
Total Average (10 sec) 12:12:54 57.990336600000354
Total Average (10 sec) 12:12:56 66.59238160000037
Total Average (10 sec) 12:12:58 68.24037050000035
Total Average (10 sec) 12:13:00 71.50605890000035
Total Average (10 sec) 12:13:02 72.15653270000037
Total Average (10 sec) 12:13:04 73.49904830000037
Total Average (10 sec) 12:13:06 77.11908040000037
Total Average (10 sec) 12:13:08 77.88056340000037
Total Average (10 sec) 12:13:10 78.72460560000037
Total Average (10 sec) 12:13:12 81.79752130000037
Total Average (10 sec) 12:13:14 82.00538110000036
Total Average (10 sec) 12:13:16 82.06915210000037
Total Average (10 sec) 12:13:18 86.17041320000035
Total Average (10 sec) 12:13:20 88.54047310000036
Total Average (10 sec) 12:13:22 93.18544380000034
Total Average (10 sec) 12:13:24 94.77294000000035
Total Average (10 sec) 12:13:26 96.81514510000035
Total Average (10 sec) 12:13:28 99.05027470000034
Total Average (10 sec) 12:13:30 98.54643110000035
Total Average (10 sec) 12:13:32 99.94302610000035
Total Average (10 sec) 12:13:34 101.77557620000036
Total Average (10 sec) 12:13:36 103.17285860000035
Total Average (10 sec) 12:13:38 103.65503630000038
Total Average (10 sec) 12:13:40 103.08520980000037
Total Average (10 sec) 12:13:42 100.29083260000037
Total Average (10 sec) 12:13:44 97.67825820000037
Total Average (10 sec) 12:13:46 91.94891100000038
Total Average (10 sec) 12:13:48 85.28515520000037
Total Average (10 sec) 12:13:50 82.32894180000036
Total Average (10 sec) 12:13:52 74.90914650000038
Total Average (10 sec) 12:13:54 69.34675710000037
Total Average (10 sec) 12:13:56 62.97184220000038
Total Average (10 sec) 12:13:58 54.948509300000374
Total Average (10 sec) 12:14:00 48.72485360000037
Total Average (10 sec) 12:14:02 42.152639500000376
Total Average (10 sec) 12:14:04 37.28029320000037
Total Average (10 sec) 12:14:06 32.853326300000376
Total Average (10 sec) 12:14:08 30.744650500000382
Total Average (10 sec) 12:14:10 27.54064180000038
Total Average (10 sec) 12:14:12 24.80276820000038
Total Average (10 sec) 12:14:14 21.818066100000376
Total Average (10 sec) 12:14:16 18.97473800000038
Total Average (10 sec) 12:14:18 16.310282000000377
Total Average (10 sec) 12:14:20 13.926498900000377
Total Average (10 sec) 12:14:22 11.926405400000377
Total Average (10 sec) 12:14:24 11.277852400000377
Total Average (10 sec) 12:14:26 10.676214500000377
Total Average (10 sec) 12:14:28 9.036807400000377
Total Average (10 sec) 12:14:30 8.635080300000377
Total Average (10 sec) 12:14:32 8.426390500000377
Total Average (10 sec) 12:14:34 9.971130400000378
Total Average (10 sec) 12:14:36 13.482296000000378
Total Average (10 sec) 12:14:38 17.258643500000378
Total Average (10 sec) 12:14:40 21.192177500000376
Total Average (10 sec) 12:14:42 22.045939800000376
Total Average (10 sec) 12:14:44 23.404048400000377
Total Average (10 sec) 12:14:46 24.32566250000038
Total Average (10 sec) 12:14:48 25.65884760000038
Total Average (10 sec) 12:14:50 26.29377420000038
Total Average (10 sec) 12:14:52 28.377088400000382
Total Average (10 sec) 12:14:54 27.603170800000385
Total Average (10 sec) 12:14:56 24.807233800000386
Total Average (10 sec) 12:14:58 23.07600990000039
Total Average (10 sec) 12:15:00 20.81012800000039
Total Average (10 sec) 12:15:02 21.90766270000039
Total Average (10 sec) 12:15:04 22.67650390000039
Total Average (10 sec) 12:15:06 24.55968470000039
Total Average (10 sec) 12:15:08 25.52699810000039
Total Average (10 sec) 12:15:10 27.967329000000387
Total Average (10 sec) 12:15:12 28.086276400000383
Total Average (10 sec) 12:15:14 30.082617400000384
Total Average (10 sec) 12:15:16 33.060494900000386
Total Average (10 sec) 12:15:18 33.62241340000038
Total Average (10 sec) 12:15:20 34.87097580000039
Total Average (10 sec) 12:15:22 35.95310740000039
Total Average (10 sec) 12:15:24 37.58270750000039
Total Average (10 sec) 12:15:26 39.10236010000039
Total Average (10 sec) 12:15:28 41.31786360000039
Total Average (10 sec) 12:15:30 42.78948220000039
Total Average (10 sec) 12:15:32 44.2771053000004
Total Average (10 sec) 12:15:34 45.5146839000004
Total Average (10 sec) 12:15:36 45.338329300000396
Total Average (10 sec) 12:15:38 46.087804400000394
Total Average (10 sec) 12:15:40 49.80772210000039
Total Average (10 sec) 12:15:42 50.51296890000039
Total Average (10 sec) 12:15:44 51.844374900000375
Total Average (10 sec) 12:15:46 53.27175450000037
Total Average (10 sec) 12:15:48 53.35323490000037
Total Average (10 sec) 12:15:50 53.237329900000375
Total Average (10 sec) 12:15:52 52.45714610000037
Total Average (10 sec) 12:15:54 51.49776380000037
Total Average (10 sec) 12:15:56 50.48063350000037
Total Average (10 sec) 12:15:58 51.23913720000038
Total Average (10 sec) 12:16:00 48.495850300000384
Total Average (10 sec) 12:16:02 48.32774610000038
Total Average (10 sec) 12:16:04 47.78511800000038
Total Average (10 sec) 12:16:06 44.26650130000038
Total Average (10 sec) 12:16:08 42.985196000000386
Total Average (10 sec) 12:16:10 41.35587670000039
Total Average (10 sec) 12:16:12 42.03895660000038
Total Average (10 sec) 12:16:14 42.739670300000384
Total Average (10 sec) 12:16:16 43.014858700000374
Total Average (10 sec) 12:16:18 42.21934100000038
Total Average (10 sec) 12:16:20 41.41544160000038
Total Average (10 sec) 12:16:22 40.222819400000375
Total Average (10 sec) 12:16:24 40.19252810000038
Total Average (10 sec) 12:16:26 40.40010130000038
Total Average (10 sec) 12:16:28 39.643900500000385
Total Average (10 sec) 12:16:30 40.42167490000038
Total Average (10 sec) 12:16:32 39.871488000000376
Total Average (10 sec) 12:16:34 40.102842900000375
Total Average (10 sec) 12:16:36 40.95580920000038
Total Average (10 sec) 12:16:38 41.31766720000038
Total Average (10 sec) 12:16:40 41.86227290000038
Total Average (10 sec) 12:16:42 42.039044100000375
Total Average (10 sec) 12:16:44 37.020670200000374
Total Average (10 sec) 12:16:46 33.82932800000037
Total Average (10 sec) 12:16:48 30.87132250000037
Total Average (10 sec) 12:16:50 26.20227990000037
Total Average (10 sec) 12:16:52 27.243797900000374
Total Average (10 sec) 12:16:54 26.924585200000376
Total Average (10 sec) 12:16:56 25.980489600000375
Total Average (10 sec) 12:16:58 26.072570300000375
Total Average (10 sec) 12:17:00 26.74240020000038
Total Average (10 sec) 12:17:02 28.320550500000376
Total Average (10 sec) 12:17:04 33.25106850000038
Total Average (10 sec) 12:17:06 92.23864780000038
Total Average (10 sec) 12:17:08 155.3445865000004
Total Average (10 sec) 12:17:10 210.6538577000004
Total Average (10 sec) 12:17:12 262.07380590000037
Total Average (10 sec) 12:17:14 324.15880840000034
Total Average (10 sec) 12:17:16 374.03387940000033
Total Average (10 sec) 12:17:18 431.66790340000034
Total Average (10 sec) 12:17:20 486.4535090000004
Total Average (10 sec) 12:17:22 537.8943240000004
Total Average (10 sec) 12:17:24 595.5643736000004
Total Average (10 sec) 12:17:26 596.6256041000004
Total Average (10 sec) 12:17:28 600.9340026000003
Total Average (10 sec) 12:17:30 609.6235656000003
Total Average (10 sec) 12:17:32 615.2008300000003
Total Average (10 sec) 12:17:34 604.7567077000003
Total Average (10 sec) 12:17:36 601.7199004000004
Total Average (10 sec) 12:17:38 599.2140105000004
Total Average (10 sec) 12:17:40 593.0599822000004
Total Average (10 sec) 12:17:42 594.9604217000003
Total Average (10 sec) 12:17:44 591.6225860000004
Total Average (10 sec) 12:17:46 579.8613037000005
Total Average (10 sec) 12:17:48 576.8241821000004
Total Average (10 sec) 12:17:50 561.9462402000005
Total Average (10 sec) 12:17:52 556.7402404000005
Total Average (10 sec) 12:17:54 557.8454467000005
Total Average (10 sec) 12:17:56 562.1141571000005
Total Average (10 sec) 12:17:58 566.8688324000004
Total Average (10 sec) 12:18:00 565.6676910000004
Total Average (10 sec) 12:18:02 571.7262847000005
Total Average (10 sec) 12:18:04 564.3087860000005
Total Average (10 sec) 12:18:06 569.2867370000005
Total Average (10 sec) 12:18:08 564.6979064000004
Total Average (10 sec) 12:18:10 565.5175048000004
Total Average (10 sec) 12:18:12 569.4500061000005
Total Average (10 sec) 12:18:14 569.1627442000005
Total Average (10 sec) 12:18:16 571.6599121000005
Total Average (10 sec) 12:18:18 572.6789734000006
Total Average (10 sec) 12:18:20 576.8693970000005
Total Average (10 sec) 12:18:22 576.9120301000005
Total Average (10 sec) 12:18:24 585.4647156000004
Total Average (10 sec) 12:18:26 586.4354493000004
Total Average (10 sec) 12:18:28 588.4823609000005
Total Average (10 sec) 12:20:02 538.5418702000004
Total Average (10 sec) 12:20:04 551.5167603000006
Total Average (10 sec) 12:20:06 563.3042114000006
Total Average (10 sec) 12:20:08 584.4449158000004
Total Average (10 sec) 12:20:10 585.4898193000005
Total Average (10 sec) 12:20:12 602.9101501000005
Total Average (10 sec) 12:20:14 613.0810180000004
Total Average (10 sec) 12:20:16 624.6604064000004
Total Average (10 sec) 12:20:18 642.9452757000005
Total Average (10 sec) 12:20:20 643.2419432000004
Total Average (10 sec) 12:20:22 718.3922423000005
Total Average (10 sec) 12:20:24 715.9597411000004
Total Average (10 sec) 12:20:26 722.0638610000003
Total Average (10 sec) 12:20:28 729.1412291000004
Total Average (10 sec) 12:20:30 724.9804259000005
Total Average (10 sec) 12:20:32 726.1207458000005
Total Average (10 sec) 12:20:34 726.2541076000005
Total Average (10 sec) 12:20:36 728.1967529000005
Total Average (10 sec) 12:20:38 726.7297608000005
Total Average (10 sec) 12:20:40 729.2778016000004
Total Average (10 sec) 12:20:42 738.1566102000004
Total Average (10 sec) 12:20:44 745.9412049000003
Total Average (10 sec) 12:20:46 742.1434571000003
Total Average (10 sec) 12:20:48 726.9309816000003
Total Average (10 sec) 12:20:50 732.8077516000004
Total Average (10 sec) 12:20:52 734.5969056000004
Total Average (10 sec) 12:20:54 727.9654969000004
Total Average (10 sec) 12:20:56 717.7595704000004
Total Average (10 sec) 12:20:58 725.3377442000004
Total Average (10 sec) 12:21:00 732.1849427000004
Total Average (10 sec) 12:21:02 728.1198365000005
Total Average (10 sec) 12:21:04 724.1479676000005
Total Average (10 sec) 12:21:06 720.2097169000004
Total Average (10 sec) 12:21:08 733.8724732000004
Total Average (10 sec) 12:21:10 732.9262208000004
Total Average (10 sec) 12:21:12 733.2336793000004
Total Average (10 sec) 12:21:14 737.0107362000003
Total Average (10 sec) 12:21:16 745.7482911000004
Total Average (10 sec) 12:21:18 745.5385560000003
Total Average (10 sec) 12:21:20 739.9581971000003
Total Average (10 sec) 12:21:22 741.4900513000003
Total Average (10 sec) 12:21:24 743.1720826000003
Total Average (10 sec) 12:21:26 758.3901673000003
Total Average (10 sec) 12:21:28 746.6331788000003
Total Average (10 sec) 12:21:30 740.6661927000004
Total Average (10 sec) 12:21:32 738.3418702000004
Total Average (10 sec) 12:21:34 732.6081910000004
Total Average (10 sec) 12:21:36 732.3724061000004
Total Average (10 sec) 12:21:38 726.7269654000004
Total Average (10 sec) 12:21:40 729.6753235000003
Total Average (10 sec) 12:21:42 722.6557434000003
Total Average (10 sec) 12:21:44 710.7630432000003
Total Average (10 sec) 12:21:46 701.0610290000002
Total Average (10 sec) 12:21:48 696.6615234000003
Total Average (10 sec) 12:21:50 700.3366821000002
Total Average (10 sec) 12:24:10 625.1755676000002
Total Average (10 sec) 12:24:12 623.5471801000003
Total Average (10 sec) 12:24:14 624.9864257000003
Total Average (10 sec) 12:24:16 618.1385986000003
Total Average (10 sec) 12:24:18 609.4821228000003
Total Average (10 sec) 12:24:20 604.2610291000003
Total Average (10 sec) 12:24:22 598.5089111000003
Total Average (10 sec) 12:24:30 605.5801269000003
Total Average (10 sec) 12:24:32 604.4504882000003
Total Average (10 sec) 12:24:34 614.5706481000003
Total Average (10 sec) 12:24:36 685.2256408000003
Total Average (10 sec) 12:24:38 683.5275268000003
Total Average (10 sec) 12:24:40 676.9846984000003
Total Average (10 sec) 12:24:42 670.3913695000003
Total Average (10 sec) 12:24:44 680.6153807000003
Total Average (10 sec) 12:24:46 674.1949827000002
Total Average (10 sec) 12:24:48 688.0855650000002
Total Average (10 sec) 12:24:50 676.5264891000003
Total Average (10 sec) 12:24:52 672.5600951000004
Total Average (10 sec) 12:24:54 672.6376098000003
Total Average (10 sec) 12:24:56 672.3821349000003
Total Average (10 sec) 12:24:58 684.7666869000004
Total Average (10 sec) 12:25:00 690.3561889000005
Total Average (10 sec) 12:25:02 701.3322143000004
Total Average (10 sec) 12:25:04 712.9343078000004
Total Average (10 sec) 12:25:06 717.4633850000005
Total Average (10 sec) 12:25:08 717.9686401000005
Total Average (10 sec) 12:25:10 717.3661377000004
Total Average (10 sec) 12:25:12 721.9048400000004
Total Average (10 sec) 12:25:14 717.8561278000004
Total Average (10 sec) 12:25:16 711.7565551000004
Total Average (10 sec) 12:25:18 717.0584045000004
Total Average (10 sec) 12:25:20 713.7598205000004
Total Average (10 sec) 12:25:22 714.2084472000004
Total Average (10 sec) 12:25:24 714.6576538000004
Total Average (10 sec) 12:25:26 723.0315796000003
Total Average (10 sec) 12:25:28 726.0915955000004
Total Average (10 sec) 12:25:30 658.2645508000004
Total Average (10 sec) 12:25:32 590.6958985000003
Total Average (10 sec) 12:25:34 519.2877137000004
Total Average (10 sec) 12:25:36 529.7539612000004
Total Average (10 sec) 12:25:38 450.83541120000035
Total Average (10 sec) 12:25:40 382.96369930000037
Total Average (10 sec) 12:25:42 314.0421131000004
Total Average (10 sec) 12:25:44 232.81275070000032
Total Average (10 sec) 12:25:46 158.68928000000034
Total Average (10 sec) 12:25:48 83.97719730000036
Total Average (10 sec) 12:25:50 85.07564590000035
Total Average (10 sec) 12:25:52 86.48252860000035
Total Average (10 sec) 12:25:54 87.51994300000035
Total Average (10 sec) 12:25:56 14.487659100000354
Total Average (10 sec) 12:25:58 15.077156600000354
Total Average (10 sec) 12:26:00 14.958911000000352
Total Average (10 sec) 12:26:02 14.749888600000352
Total Average (10 sec) 12:26:04 14.315493800000354
Total Average (10 sec) 12:26:06 14.665668900000352
Total Average (10 sec) 12:26:08 15.96051050000035
Total Average (10 sec) 12:26:10 17.70986310000035
Total Average (10 sec) 12:26:12 20.13478810000035
Total Average (10 sec) 12:26:14 23.45683000000035
Total Average (10 sec) 12:26:16 25.671798300000347
Total Average (10 sec) 12:26:18 28.489444100000348
Total Average (10 sec) 12:26:20 32.48631040000035
Total Average (10 sec) 12:26:22 39.51876990000035
Total Average (10 sec) 12:26:24 46.43266210000034
Total Average (10 sec) 12:26:26 52.14291060000035
Total Average (10 sec) 12:26:28 58.024295800000345
Total Average (10 sec) 12:26:30 63.153531600000335
Total Average (10 sec) 12:26:32 67.14013060000033
Total Average (10 sec) 12:26:34 69.99956930000033
Total Average (10 sec) 12:26:36 72.95918310000033
Total Average (10 sec) 12:26:38 76.32107040000034
Total Average (10 sec) 12:26:40 77.34964670000033
Total Average (10 sec) 12:26:42 76.35736310000034
Total Average (10 sec) 12:26:44 75.67272720000035
Total Average (10 sec) 12:26:46 73.91667450000035
Total Average (10 sec) 12:26:48 72.42710850000034
Total Average (10 sec) 12:26:50 68.95438900000036
Total Average (10 sec) 12:26:52 65.66012780000035
Total Average (10 sec) 12:26:54 62.428956000000355
Total Average (10 sec) 12:26:56 59.11770760000036
Total Average (10 sec) 12:26:58 55.309834900000354
Total Average (10 sec) 12:27:00 52.190906400000344
Total Average (10 sec) 12:27:02 48.829385200000345
Total Average (10 sec) 12:27:04 45.43859460000035
Total Average (10 sec) 12:27:06 42.498220900000355
Total Average (10 sec) 12:27:08 39.72370840000035
Total Average (10 sec) 12:27:10 39.57098010000035
Total Average (10 sec) 12:27:12 39.62776260000035
Total Average (10 sec) 12:27:14 40.56943470000035
Total Average (10 sec) 12:27:16 42.772496300000356
Total Average (10 sec) 12:27:18 46.85046490000035
Total Average (10 sec) 12:27:20 50.206432600000355
Total Average (10 sec) 12:27:22 53.717110700000354
Total Average (10 sec) 12:27:24 57.37067670000035
Total Average (10 sec) 12:27:26 64.10071370000034
Total Average (10 sec) 12:27:28 67.98642460000033
Total Average (10 sec) 12:27:30 72.34518470000033
Total Average (10 sec) 12:27:32 76.13572280000032
Total Average (10 sec) 12:27:34 79.18101470000033
Total Average (10 sec) 12:27:36 80.49445350000033
Total Average (10 sec) 12:27:38 80.41725930000032
Total Average (10 sec) 12:27:40 79.62695550000034
Total Average (10 sec) 12:27:42 78.95733420000033
Total Average (10 sec) 12:27:44 76.46360940000032
Total Average (10 sec) 12:27:46 72.03236130000032
Total Average (10 sec) 12:27:48 69.19840400000032
Total Average (10 sec) 12:27:50 65.29562420000033
Total Average (10 sec) 12:27:52 61.73335840000033
Total Average (10 sec) 12:27:54 60.494039500000326
Total Average (10 sec) 12:27:56 60.267785300000334
Total Average (10 sec) 12:27:58 57.721301300000334
Total Average (10 sec) 12:28:00 58.83665160000034
Total Average (10 sec) 12:28:02 59.674366800000335
Total Average (10 sec) 12:28:04 63.324278300000344
Total Average (10 sec) 12:28:06 67.27735710000034
Total Average (10 sec) 12:28:08 71.28385090000035
Total Average (10 sec) 12:28:10 75.69130600000035
Total Average (10 sec) 12:28:12 78.42868700000035
Total Average (10 sec) 12:28:14 80.85746050000036
Total Average (10 sec) 12:28:16 84.14844630000036
Total Average (10 sec) 12:28:18 88.52550580000036
Total Average (10 sec) 12:28:20 90.90819700000036
Total Average (10 sec) 12:28:22 92.63934630000037
Total Average (10 sec) 12:28:24 91.87515410000036
Total Average (10 sec) 12:28:26 91.26662750000035
Total Average (10 sec) 12:28:28 88.88040690000035
Total Average (10 sec) 12:28:30 87.94402840000035
Total Average (10 sec) 12:28:32 89.25697700000035
Total Average (10 sec) 12:28:34 87.07490000000034
Total Average (10 sec) 12:28:36 83.46054000000034
Total Average (10 sec) 12:28:38 79.50448650000034
Total Average (10 sec) 12:28:40 75.91897090000035
Total Average (10 sec) 12:28:42 71.84187240000034
Total Average (10 sec) 12:28:44 70.54355540000034
Total Average (10 sec) 12:28:46 67.81654280000035
Total Average (10 sec) 12:28:48 65.80160030000035
Total Average (10 sec) 12:28:50 61.40788390000034
Total Average (10 sec) 12:28:52 56.59822740000035
Total Average (10 sec) 12:28:54 53.27172900000035
Total Average (10 sec) 12:28:56 50.12007570000035
Total Average (10 sec) 12:28:58 46.34957380000034
Total Average (10 sec) 12:29:00 42.31404370000034
Total Average (10 sec) 12:29:02 39.28224670000034
Total Average (10 sec) 12:29:04 36.573916600000345
Total Average (10 sec) 12:29:06 31.708715600000346
Total Average (10 sec) 12:29:08 27.621167400000342
Total Average (10 sec) 12:29:10 25.577084300000344
Total Average (10 sec) 12:29:12 23.69904870000034
Total Average (10 sec) 12:29:14 20.98135600000034
Total Average (10 sec) 12:29:16 18.74082170000034
Total Average (10 sec) 12:29:18 16.909672900000338
Total Average (10 sec) 12:29:20 15.90741090000034
Total Average (10 sec) 12:29:22 14.08011350000034
Total Average (10 sec) 12:29:24 11.00000230000034
Total Average (10 sec) 12:29:26 10.46623300000034
Total Average (10 sec) 12:29:28 9.81455270000034
Total Average (10 sec) 12:29:30 8.51624400000034
Total Average (10 sec) 12:29:32 6.87870810000034
Total Average (10 sec) 12:29:34 6.14063850000034
Total Average (10 sec) 12:29:36 5.27580540000034
