#N	Z	Data
#-3p
8	3	1
10	5	1
12	7	1
14	9	1
16	11	1
18	13	1
20	13	1
22	15	1
24	17	1
26	17	1
28	17	1
30	21	1
32	23	1
34	25	1
36	25	1

#+1n,-1p
9	5	2
13	7	2
13	9	2
15	11	2
17	13	2
21	15	2
29	19	2
31	23	2
33	25	2
37	27	2

#-3n
7	10	3
9	12	3
11	14	3
13	16	3
15	18	3
17	20	3
21	22	3
23	24	3
25	26	3
27	28	3
